,pdf_url,save_path
0,https://cgbse.nic.in/QuestionPaper/Hr2020/204-804-A.pdf,../questions/cgbse/123456789_sbchhattisgarh_988733.pdf
1,https://cgbse.nic.in/QuestionPaper/Hr2020/204-804-B.PDF,../questions/cgbse/123456789_sbchhattisgarh_988734.pdf
2,https://cgbse.nic.in/QuestionPaper/Hr2020/204-804-C.PDF,../questions/cgbse/123456789_sbchhattisgarh_988735.pdf
3,https://cgbse.nic.in/QuestionPaper/Hr2020/410-A.pdf,../questions/cgbse/123456789_sbchhattisgarh_988745.pdf
4,https://cgbse.nic.in/QuestionPaper/Hr2020/410-B.PDF,../questions/cgbse/123456789_sbchhattisgarh_988746.pdf
5,https://cgbse.nic.in/QuestionPaper/Hr2020/410-C.PDF,../questions/cgbse/123456789_sbchhattisgarh_988747.pdf
6,https://cgbse.nic.in/Documents/2021/assignment/10th/Feb-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988780.pdf
7,https://cgbse.nic.in/Documents/2021/assignment/10th/Jan-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988785.pdf
8,https://cgbse.nic.in/Documents/2020/assignment/10th/Dec-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988790.pdf
9,https://cgbse.nic.in/Documents/2020/assignment/10th/Nov-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988795.pdf
10,https://cgbse.nic.in/Documents/2020/assignment/10th/Oct-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988800.pdf
11,https://cgbse.nic.in/Documents/2020/assignment/10th/Sep-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988805.pdf
12,https://cgbse.nic.in/Documents/2021/assignment/12th/Maths_12th_Feb.pdf,../questions/cgbse/123456789_sbchhattisgarh_988815.pdf
13,https://cgbse.nic.in/Documents/2021/assignment/12th/Maths_12th_Jan.pdf,../questions/cgbse/123456789_sbchhattisgarh_988829.pdf
14,https://cgbse.nic.in/Documents/2020/assignment/12th/Maths_12th_Dec.pdf,../questions/cgbse/123456789_sbchhattisgarh_988843.pdf
15,https://cgbse.nic.in/Documents/2020/assignment/12th/Maths_12th_Nov.pdf,../questions/cgbse/123456789_sbchhattisgarh_988857.pdf
16,https://cgbse.nic.in/Documents/2020/assignment/12th/Maths_12th_Oct.pdf,../questions/cgbse/123456789_sbchhattisgarh_988871.pdf
17,https://cgbse.nic.in/Documents/2020/assignment/12th/Maths_12th_Sep.pdf,../questions/cgbse/123456789_sbchhattisgarh_988885.pdf
18,https://cgbse.nic.in/Documents/2021/assignment/10th/Sep-Mat1.pdf,../questions/cgbse/123456789_sbchhattisgarh_988894.pdf
19,https://cgbse.nic.in/Documents/2021/assignment/10th/Sep-Mat.pdf,../questions/cgbse/123456789_sbchhattisgarh_988899.pdf
20,https://cgbse.nic.in/Documents/2021/assignment/12th/Maths_12th_Sep1.pdf,../questions/cgbse/123456789_sbchhattisgarh_988909.pdf
21,https://cgbse.nic.in/Documents/2021/assignment/12th/Maths_12th_Sep.pdf,../questions/cgbse/123456789_sbchhattisgarh_988923.pdf
22,https://cgbse.nic.in/Documents/MQP/qp12/2019/410.pdf,../questions/cgbse/123456789_sbchhattisgarh_988983.pdf
23,https://cgbse.nic.in/Documents/MQP/qp12/204-Set-B.pdf,../questions/cgbse/123456789_sbchhattisgarh_989001.pdf
24,https://cgbse.nic.in/Documents/MQP/qp12/204-Set-C.pdf,../questions/cgbse/123456789_sbchhattisgarh_989002.pdf
25,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS-1%20-%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990254.pdf
26,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-2%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990255.pdf
27,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-3%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990256.pdf
28,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-4%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990257.pdf
29,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-%205%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990258.pdf
30,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS-6%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990259.pdf
31,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS-7%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990260.pdf
32,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-%208%20FA.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990261.pdf
33,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/1st-Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990293.pdf
34,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/2nd-Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990294.pdf
35,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/3rd-Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990295.pdf
36,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/4th-Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990296.pdf
37,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/6th%20Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990298.pdf
38,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/7th%20Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990299.pdf
39,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%201%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990324.pdf
40,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%203%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990326.pdf
41,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%204%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990327.pdf
42,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%205%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990328.pdf
43,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%206%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990329.pdf
44,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%207%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990330.pdf
45,https://scert.cg.gov.in/pdf/sla/qpclass1/Ganit%20Class-1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990339.pdf
46,https://scert.cg.gov.in/pdf/sla/qpclass2/Ganit.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990345.pdf
47,https://scert.cg.gov.in/pdf/sla/qpclass3/Ganit%203.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990351.pdf
48,https://scert.cg.gov.in/pdf/sla/qpclass4/Ganit.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990359.pdf
49,https://scert.cg.gov.in/pdf/sla/qpclass5-hindimed/Ganit_%20Class-5th.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990367.pdf
50,https://scert.cg.gov.in/pdf/sla/qpaperclass6/6th%20Maths.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990375.pdf
51,https://scert.cg.gov.in/pdf/sla/qpaperclass7/7th%20Maths.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990385.pdf
52,https://scert.cg.gov.in/pdf/sla/qpaperclass8thhindimedium/Ganit%20%20Class-8th.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990395.pdf
53,https://scert.cg.gov.in/pdf/sla/qpaperclass8thenglishmedium/Maths%20Class%20-8th%20EM.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990401.pdf
54,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/1st%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990457.pdf
55,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/2nd%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990459.pdf
56,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/3rd%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990461.pdf
57,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/4th%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990463.pdf
58,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/5th%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990465.pdf
59,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/6th%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990467.pdf
60,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/7th%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990469.pdf
61,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/8th%20Maths%20SA1.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990471.pdf
62,https://goalparacollege.bsmlib.com/handle/123456789/987,../questions/goalpara_college_se/goalpara_college_se_1103.pdf
63,https://goalparacollege.bsmlib.com/handle/123456789/636,../questions/goalpara_college_se/goalpara_college_se_1110.pdf
64,https://goalparacollege.bsmlib.com/handle/123456789/600,../questions/goalpara_college_se/goalpara_college_se_1112.pdf
65,https://goalparacollege.bsmlib.com/handle/123456789/635,../questions/goalpara_college_se/goalpara_college_se_1114.pdf
66,https://goalparacollege.bsmlib.com/handle/123456789/1889,../questions/goalpara_college_se/goalpara_college_se_1118.pdf
67,https://goalparacollege.bsmlib.com/handle/123456789/739,../questions/goalpara_college_se/goalpara_college_se_1124.pdf
68,https://goalparacollege.bsmlib.com/handle/123456789/1072,../questions/goalpara_college_se/goalpara_college_se_1127.pdf
69,https://goalparacollege.bsmlib.com/handle/123456789/1862,../questions/goalpara_college_se/goalpara_college_se_1130.pdf
70,https://goalparacollege.bsmlib.com/handle/123456789/1883,../questions/goalpara_college_se/goalpara_college_se_1132.pdf
71,https://goalparacollege.bsmlib.com/handle/123456789/878,../questions/goalpara_college_se/goalpara_college_se_1136.pdf
72,https://goalparacollege.bsmlib.com/handle/123456789/1772,../questions/goalpara_college_se/goalpara_college_se_1137.pdf
73,https://goalparacollege.bsmlib.com/handle/123456789/1770,../questions/goalpara_college_se/goalpara_college_se_1140.pdf
74,https://goalparacollege.bsmlib.com/handle/123456789/656,../questions/goalpara_college_se/goalpara_college_se_1143.pdf
75,https://goalparacollege.bsmlib.com/handle/123456789/663,../questions/goalpara_college_se/goalpara_college_se_1145.pdf
76,https://goalparacollege.bsmlib.com/handle/123456789/655,../questions/goalpara_college_se/goalpara_college_se_1148.pdf
77,https://goalparacollege.bsmlib.com/handle/123456789/662,../questions/goalpara_college_se/goalpara_college_se_1150.pdf
78,https://hpbose.org/Admin/Upload/MQP.III.14.Nov.2022.pdf,../questions/hpbse/hpbose_1e3ad82177661897e5911f48b88ce828.pdf
79,https://hpbose.org/Admin/Upload/MQP.Math.8.14.nov.2022.pdf,../questions/hpbse/hpbose_4f0a820dfe39ced535193f64cbd38747.pdf
80,https://hpbose.org/Admin/Upload/MQP.Math.11.01.12.2022.pdf,../questions/hpbse/hpbose_5189b48ec36e2a0a54c86eb413debea1.pdf
81,https://hpbose.org/Admin/Upload/MQP.Math.10.14..nov.2022.pdf,../questions/hpbse/hpbose_7cb945ffb60bb7388c49d9d8278fc468.pdf
82,https://hpbose.org/Admin/Upload/MQP.V.14.Nov.2022.pdf,../questions/hpbse/hpbose_83f0e2824efe7a9e3c9767d846ba0464.pdf
83,https://hpbose.org/Admin/Upload/MQP.Math.9.01.12.2022.pdf,../questions/hpbse/hpbose_98bd0d9a2a1938e39a69981ca19b650c.pdf
84,https://hpbose.org/Admin/Upload/MQP.12.Math.14.nov.2022.pdf,../questions/hpbse/hpbose_cea2bed249e1a518bf2ecb6ca6e859c9.pdf
85,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/02/Class-XI_Mathematics_Model_2019_Set-3.pdf,../questions/jac/jac_0065845f7708ebed7f33a38882420999.pdf
86,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Math_Set-2.pdf,../questions/jac/jac_00e2fe88be842b9013a302348a850f19.pdf
87,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/03/9_model_2023.pdf,../questions/jac/jac_06f85c352126754cbeac34269df06f8d.pdf
88,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-5.pdf,../questions/jac/jac_084a183a45e917d3da59e02107c944e7.pdf
89,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/03/X_SET_3_2021.pdf,../questions/jac/jac_0a1bda57d8421dc2b500e9c97019839d.pdf
90,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Business_Math_Set-1.pdf,../questions/jac/jac_0de70d3bcde395c6a3e0527a7c435b57.pdf
91,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/8_MAT_SET1.pdf,../questions/jac/jac_10aba0c920176fabef641cd983fd7995.pdf
92,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/03/11_model_2023.pdf,../questions/jac/jac_124163f49d1d0cf68b1a7e63fd0c552c.pdf
93,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/bmt_mock_19c.pdf,../questions/jac/jac_16d3fa3fdee2a9aa5ab8a7c3c03222c6.pdf
94,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-2.pdf,../questions/jac/jac_1d30f89f5e10ffab44262fb2372129f3.pdf
95,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/03/9_set2_2021.pdf,../questions/jac/jac_1e7dbf80432b90912315dcf3c26bdb27.pdf
96,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/01/COM_23_FINAL.pdf,../questions/jac/jac_23abc9348223de401404607001b80dc7.pdf
97,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/02/11_COM.pdf,../questions/jac/jac_25595ddf92d314edd6533728b409510c.pdf
98,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2022/04/AAKANKSHA_MODEL.pdf,../questions/jac/jac_28bb46bf97b8581ca8c7a080c93fb163.pdf
99,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/01/SCI_23_FINAL.pdf,../questions/jac/jac_28e909a1f2268410bba80e1d7b554567.pdf
100,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-1.pdf,../questions/jac/jac_2a69b82682ff497eb2182fcd3ac23fbf.pdf
101,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/04/x_set_4.pdf,../questions/jac/jac_38291f5843ba835036c0c02aa588cb82.pdf
102,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/01/class_8_set_II.pdf,../questions/jac/jac_3c8269aec65868eec3add08cc9a9d988.pdf
103,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/12/Math_Set_1.pdf,../questions/jac/jac_3d7b32b20beefc33b5b5c130a340403a.pdf
104,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-1.pdf,../questions/jac/jac_3f48b80f458c3188e9c4dd18c7c4b212.pdf
105,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/01/class_12_bmt_bst_act_etp.pdf,../questions/jac/jac_413b4729c728be63d860eb49ded1106b.pdf
106,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Class_8_Math_Set-5.pdf,../questions/jac/jac_4481ce6f45edb3c8ccdeca0e1ae81ffc.pdf
107,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-3.pdf,../questions/jac/jac_4bab4d3f76b3963362860cdb8518a9fb.pdf
108,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-9.pdf,../questions/jac/jac_4fed4fc48653c285be07bde545ef7793.pdf
109,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/03/8_set2_2021.pdf,../questions/jac/jac_51e0dae60f1945d4a2f730193be36809.pdf
110,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-3.pdf,../questions/jac/jac_5201ca7c74b126b9499c3b27e377ab06.pdf
111,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Class_8_Math_SET_II.pdf,../questions/jac/jac_57d0d2ba8b24dcc27a7a6840e47e08d2.pdf
112,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/11/8_Math_Set_1.pdf,../questions/jac/jac_5d9fcd74f06ec9f570711b5c5899886b.pdf
113,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Math-Set-2-1.pdf,../questions/jac/jac_5fc243db002f2f14ecc272655ccd8b12.pdf
114,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/02/set_2_phy_che_mat_bio.pdf,../questions/jac/jac_600b01cd92e4f5c6c835aa660f1a2623.pdf
115,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XI_Mathematics-Set-1.pdf,../questions/jac/jac_60d094ba70ad94bdbe3874761c063946.pdf
116,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/03/8_merged_2023.pdf,../questions/jac/jac_62b8c11be0348e2cf8ffec1af9dd1d3e.pdf
117,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/12/Class_8_hindi_eng_math_sci_sst.pdf,../questions/jac/jac_730256dc7d15e8bdef2fcfbc33714242.pdf
118,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Class_8_Math_Set-4.pdf,../questions/jac/jac_734e34a6e7de614b645afbcb58849c6f.pdf
119,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-7.pdf,../questions/jac/jac_74b767832eb7ef62c34e1891b29a0659.pdf
120,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-9.pdf,../questions/jac/jac_76c050d3f581a2deb25abed4e340c538.pdf
121,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-7.pdf,../questions/jac/jac_7946ad62d44ae5ed78cd26e6dee46bfe.pdf
122,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-4.pdf,../questions/jac/jac_7d4ae3f3a5578e15c7e8949976c1082d.pdf
123,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Maths-Set-3-1.pdf,../questions/jac/jac_8878ae557dbeb552fe64b50af0c8d60c.pdf
124,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Mathmatics.pdf.pdf,../questions/jac/jac_8f1e9c3fb41c91c1a4854e3d19bbbb2e.pdf
125,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Business_Math_Set-3.pdf,../questions/jac/jac_98f1317d88cf92f8202b2c14a7d21ee8.pdf
126,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/11/9_PAPER-2.pdf,../questions/jac/jac_9f19d0df6121c0db3ef9022ebebe5404.pdf
127,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-8.pdf,../questions/jac/jac_a7c603b4faf2f627e81dd92cf6bdafd1.pdf
128,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/10_MATH_SET_1.pdf,../questions/jac/jac_aa885cf70cfa54ba6ea4f07dd5582219.pdf
129,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/02/pcm_Set-1.pdf,../questions/jac/jac_aaa9b7092d0ff7999ad33fd2e74c3954.pdf
130,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/02/Class-XII_Math_Mock_Test_2019.pdf,../questions/jac/jac_aade7775e9c4987fa0788167fb05e99b.pdf
131,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Class_8_Math_Set-3.pdf,../questions/jac/jac_abba3dab12133f56145085709c0d4b79.pdf
132,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XI_Commercial-Arithmetic-Set-1.pdf,../questions/jac/jac_b04f1fa3cd03d925d96f522aadac462d.pdf
133,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/12/Class_9_hindi_eng_math_sci_sst.pdf,../questions/jac/jac_b3c61a8cabbea7aa4f1240f9a6b111f6.pdf
134,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/02/Class-XI_Mathematics_Set-2.pdf,../questions/jac/jac_b550fab737d3e5bc8bfed1a53e17ef47.pdf
135,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Math_Set-1.pdf,../questions/jac/jac_bbef2dd5ee9f061fc5ae8353c8b5f033.pdf
136,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Math_Set-3.pdf,../questions/jac/jac_c0b6138582520b6bfe38b56e3a83b40b.pdf
137,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Math_Set-1.pdf,../questions/jac/jac_c0db41269897c99f0764fde0948494a2.pdf
138,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-5.pdf,../questions/jac/jac_c49bbd497f85700d8121ae497d3e40d4.pdf
139,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/02/X__SET_2.pdf,../questions/jac/jac_c86aa3020e179d8f03f7b68e0d433cc0.pdf
140,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2023/01/SEC_2023_MODEL_FINAL.pdf,../questions/jac/jac_cc8fc64d17b71e901fc0c0f957c24808.pdf
141,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/01/SECONDARY_MODEL_21.pdf,../questions/jac/jac_cfbc06db2adffb73e2ca664295073da3.pdf
142,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/01/set_3_hin_eng_math_sci_soc.pdf,../questions/jac/jac_d2fdb5db0ae98ad2ceed227e4c676d42.pdf
143,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/01/Class-XII_Business_Math_Set-2.pdf,../questions/jac/jac_d725d0647d933cb30ab0bec0ea0c3d96.pdf
144,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2020/01/pcmb_set_1.pdf,../questions/jac/jac_d8aca6278f7ad13f9623d742fd2a00b4.pdf
145,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2018/12/Math-Set-2.pdf,../questions/jac/jac_d9f7e2db1d61d4927f0f1d778814602e.pdf
146,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/02/Class-XI_Commercial_Arithmatic_Model_2019_Set-3.pdf,../questions/jac/jac_db823b912a76383cbf9088bcb5467a10.pdf
147,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-8.pdf,../questions/jac/jac_de04dde05b1053e1f33fd0a076f3e417.pdf
148,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2022/04/NTSE_MODEL.pdf,../questions/jac/jac_f5ca4cf3595a704e0c93ea7a1460b080.pdf
149,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2021/01/SCI_SET_1_phy_che_mat_bio.pdf,../questions/jac/jac_f7964b8b8dc93c4ccb57a4fe8070a102.pdf
150,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/5th-Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990297.pdf
151,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/8th%20Maths%20FA2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990300.pdf
152,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%202%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990325.pdf
153,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%208%20PA%20SET-2.pdf,../questions/scert_cg/123456789_scertchhattisgarh_990331.pdf
154,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-4.pdf,../questions/jac/jac_21539b94413626f20c7c1acb4d711b9e.pdf
155,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-10.pdf,../questions/jac/jac_47e8cc040d2629802351fad8a34a7a6c.pdf
156,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-2.pdf,../questions/jac/jac_48dc454fd898a0963d58419cd9636b41.pdf
157,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-Matric-2017-Maths-set-6.pdf,../questions/jac/jac_c377bb51472d860721fb6bec8096a54b.pdf
158,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2019/02/Class-XI-Commercial-Arithmatic-Model-2019-Set-2.pdf,../questions/jac/jac_db83dc4d8dccdf39ab94de4604633f8e.pdf
159,https://jac.jharkhand.gov.in/jac/wp-content/uploads/2017/02/Latest-12th-Maths-set-6.pdf,../questions/jac/jac_fab643efd2d8032b2ff0783ddf4afb10.pdf
